date,chemical fertilizer - d. a. p_avg_retail_price,chemical fertilizer - d. a. p_avg_wholesale_price,chemical fertilizer - gypsum (imported)_avg_retail_price,chemical fertilizer - gypsum (imported)_avg_wholesale_price,chemical fertilizer - gypsum (local)_avg_retail_price,chemical fertilizer - gypsum (local)_avg_wholesale_price,chemical fertilizer - m. p (imported) - china_avg_retail_price,chemical fertilizer - m. p (imported) - china_avg_wholesale_price,chemical fertilizer - m. p (imported) - russia_avg_retail_price,chemical fertilizer - m. p (imported) - russia_avg_wholesale_price,chemical fertilizer - s. s. p (imported) - crystal_avg_retail_price,chemical fertilizer - s. s. p (imported) - crystal_avg_wholesale_price,chemical fertilizer - s. s. p (imported) - powder_avg_retail_price,chemical fertilizer - s. s. p (imported) - powder_avg_wholesale_price,chemical fertilizer - s. s. p (local) - powder_avg_retail_price,chemical fertilizer - s. s. p (local) - powder_avg_wholesale_price,chemical fertilizer - t. s. p. (imported)_avg_retail_price,chemical fertilizer - t. s. p. (imported)_avg_wholesale_price,chemical fertilizer - t. s. p. (local)_avg_retail_price,chemical fertilizer - t. s. p. (local)_avg_wholesale_price,chemical fertilizer - urea (ghorashal)_avg_retail_price,chemical fertilizer - urea (ghorashal)_avg_wholesale_price,chemical fertilizer - urea (jamuna)_avg_retail_price,chemical fertilizer - urea (jamuna)_avg_wholesale_price,chemical fertilizer - urea (kafco)_avg_retail_price,chemical fertilizer - urea (kafco)_avg_wholesale_price,chemical fertilizer - urea (zia)_avg_retail_price,chemical fertilizer - urea (zia)_avg_wholesale_price,chemical fertilizer - zinc (imported)_avg_retail_price,chemical fertilizer - zinc (imported)_avg_wholesale_price,chemical fertilizer - zinc (local)_avg_retail_price,chemical fertilizer - zinc (local)_avg_wholesale_price,compost manure - cow dung_avg_retail_price,compost manure - cow dung_avg_wholesale_price
2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-28,17.5,864.0,,,11.0,816.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-03-29,17.5,864.0,,,11.0,816.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31,17.5,864.0,,,11.0,816.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-01,17.5,864.0,,,11.0,816.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1095.0,,,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-04,17.5,864.0,,,11.0,816.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-05,17.5,864.0,,,11.0,816.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-06,17.5,864.0,,,11.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1095.0,,,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-07,17.5,864.0,,,11.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-08,17.5,864.0,,,11.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-11,17.5,864.0,,,11.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-12,17.5,871.0,,,11.0,817.0,16.5,753.0,15.5,760.0,,,24.5,1250.0,,,23.0,1128.0,22.5,1095.0,,,16.5,823.0,16.5,803.0,16.5,800.0,,,150.0,,,
2021-04-13,17.5,864.0,,,11.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1095.0,,,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-14,16.5,780.0,,,,,15.5,750.0,,,,,,,,,,,22.5,1080.0,,,,,16.5,800.0,16.5,800.0,,,,,,
2021-04-15,18.5,874.0,,,9.0,393.0,16.5,755.0,15.5,760.0,,,,,,,23.5,1125.0,22.5,1095.0,,,16.5,823.0,16.5,810.0,16.5,800.0,,,150.0,,,
2021-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18,17.5,864.0,,,11.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-19,17.5,864.0,,,11.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1095.0,,,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-20,17.5,864.0,,,11.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-21,17.5,864.0,,,11.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-22,17.5,864.0,,,11.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-25,17.5,864.0,,,11.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-26,17.5,864.0,,,11.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-27,17.5,864.0,,,11.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-28,17.5,864.0,,,11.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-29,17.5,864.0,,,11.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-02,17.5,864.0,,,11.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1095.0,,,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-05-03,16.5,798.0,,,11.5,953.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,24.0,1135.0,22.5,1095.0,,,16.5,823.0,16.5,807.0,16.5,800.0,,,150.0,,,
2021-05-04,16.5,798.0,,,11.5,953.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,24.0,1135.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,807.0,16.5,800.0,,,150.0,,,
2021-05-05,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-05-06,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-09,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-11,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-05-12,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-16,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-05-17,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-05-18,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-05-19,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-05-20,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-23,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-05-24,16.5,871.0,,,12.0,817.0,16.5,753.0,15.5,760.0,,,24.5,1250.0,,,23.0,1128.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,803.0,16.5,800.0,,,150.0,,,
2021-05-25,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1095.0,,,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-05-26,16.5,780.0,,,,,15.5,750.0,,,,,,,,,,,22.5,1080.0,,,,,16.5,800.0,16.5,800.0,,,,,,
2021-05-27,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-30,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-05-31,16.5,871.0,,,12.0,817.0,16.5,753.0,15.5,760.0,,,24.5,1250.0,,,23.0,1128.0,22.5,1095.0,,,16.5,823.0,16.5,803.0,16.5,800.0,,,150.0,,,
2021-06-01,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-02,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-03,16.5,874.0,,,10.0,393.0,16.5,755.0,15.5,760.0,,,,,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,810.0,16.5,800.0,,,150.0,,,
2021-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-06,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-07,16.5,874.0,,,10.0,393.0,16.5,755.0,15.5,760.0,,,,,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,810.0,16.5,800.0,,,150.0,,,
2021-06-08,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-09,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-10,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-13,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-14,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-15,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-16,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1095.0,,,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-17,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-21,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-22,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-23,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-24,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-27,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-28,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-29,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-06-30,16.5,874.0,,,10.0,393.0,16.5,755.0,15.5,760.0,,,,,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,810.0,16.5,800.0,,,150.0,,,
2021-07-01,16.5,1255.0,,,13.5,545.0,,,15.5,760.0,,,,,,,22.5,1105.0,22.0,1110.0,16.0,810.0,,,16.5,810.0,,,,,,,,
2021-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-04,16.5,881.0,,,12.0,817.0,16.5,753.0,15.5,760.0,,,24.5,1250.0,,,23.5,1113.0,22.5,1100.0,16.0,810.0,16.5,835.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-07-05,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-07-06,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-07-07,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-07-08,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-11,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-07-12,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-07-13,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-07-14,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-07-15,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-18,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-07-19,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-07-20,,,,,,,,,15.0,760.0,,,,,,,,,22.0,1110.0,16.0,810.0,,,,,,,,,,,,
2021-07-21,16.5,780.0,,,,,15.5,750.0,,,,,,,,,,,22.5,1080.0,,,,,16.5,800.0,16.5,800.0,,,,,,
2021-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-25,16.5,885.0,,,10.0,393.0,16.5,753.0,15.5,760.0,,,,,,,23.0,1128.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,805.0,16.5,800.0,,,150.0,,,
2021-07-26,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-07-27,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-07-28,16.5,871.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1095.0,16.0,810.0,16.5,830.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-07-29,16.5,885.0,,,10.0,393.0,16.5,753.0,15.5,760.0,,,,,,,23.0,1128.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,805.0,16.5,800.0,,,150.0,,,
2021-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-08-02,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-08-03,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-08-04,16.5,871.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1095.0,16.0,810.0,16.5,830.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-08-05,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-08,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-08-09,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-08-10,16.5,857.0,,,12.0,817.0,16.5,755.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1103.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-08-11,16.5,857.0,,,12.0,817.0,16.5,755.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1103.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-08-12,16.5,857.0,,,12.0,817.0,16.5,755.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1103.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-16,16.5,857.0,,,12.0,817.0,16.5,755.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1103.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-08-17,16.5,868.0,,,12.0,817.0,16.5,756.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1110.0,16.0,810.0,16.5,823.0,16.5,810.0,,,,,150.0,,,
2021-08-18,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-08-19,16.5,864.0,,,12.0,817.0,16.5,754.0,15.5,760.0,,,24.5,1250.0,,,23.5,1125.0,22.5,1100.0,16.0,810.0,16.5,823.0,16.5,808.0,16.5,800.0,,,150.0,,,
2021-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
